"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","Dimension 1","Dimension 2","Dimension 3","Dimension 4","Dimension 5"
"rsfmri_c_ngd_smh_ngd_smh",0.0575968764247408,0.0770828869547788,-0.194774331035589,0.192214904442778,0.0383414047556746,0.142577920315468,0.0378474830682229,0.0558416297083365,0.123030975426437,0.0478802974152074,0.110933158191899,0.0610716444380209,-0.210387618723618,0.0474382106108481,0.196325759490045,-0.0328018434049013,0.0222822711977587,0.0253117133152396,0.145029241036946,0.170125827342072,0.705460325981927,1.00410306259919,-2.17389926347509,1.96127774641332,0.414199524055295
"rsfmri_c_ngd_smh_ngd_smm",0.0149427209338521,0.0699003338417825,0.133071714331962,0.0965219340679914,-0.032658869754984,0.155653879664404,0.0174366592513861,0.135526166469494,0.00581262884525544,0.07713383439167,-0.0700576003147292,0.149007834266633,-0.0394667260879922,-0.020025500027168,-0.0374260754774679,0.043529877386496,-0.090499188873103,-0.131114937079325,-0.211606434470987,0.202010648195898,0.173150789200285,0.903684305229186,1.31302163896102,1.03037752780828,-0.317414837944432
"rsfmri_c_ngd_smh_ngd_vta",-0.0883766432386496,0.172949913247028,-0.0121303341857056,-0.220000122688538,0.118028577241364,0.128676187065636,0.0461172380976166,0.059220046752609,0.0939144905379826,0.017065482116431,-0.0155501801138662,-0.136738783369723,-0.0302652453103919,-0.129968848558992,0.0849145331867168,-0.0082721586810239,0.00541698255977229,-0.0903503863493958,-0.0916373561670801,0.0376287644908771,-1.16001697324888,2.20739540456251,-0.143472668357242,-2.45159649618348,1.20686327578471
"rsfmri_c_ngd_smh_ngd_vs",0.0239630858442075,-0.272415403129389,0.0011625827066511,0.0228087661277406,0.160744815985927,0.2078056031161,-0.0113951169485532,-0.0628891967882753,0.0651942469618486,-0.14939371829069,-0.133695735224083,0.12025201042886,0.128968697296038,-0.0610231784648932,0.100820252192956,-0.107992698186218,-0.189821939614151,-0.0440435129791355,0.0973067895700952,-0.0482439614889433,0.331484345258786,-3.60850907485245,-0.00162698184845751,0.232974711450684,1.6120634193099
"rsfmri_c_ngd_smm_ngd_smm",-0.00853219509027391,-0.0273215845526443,0.0540460012767598,0.0271113995302672,0.282920128632128,-0.0339889228872465,0.0103618659505253,-0.0257153970929606,0.0487951398971745,-0.0477083826439298,-0.190185633596494,0.048813891292497,0.00136016639188919,0.202068333869802,0.0878652588296715,-0.00751523373253277,-0.0126552725274294,0.0441515685392224,0.0747452164044529,-0.284353292842762,-0.0910695808680558,-0.333158227864345,0.609053875029521,0.253696896743451,2.95627468257858
"rsfmri_c_ngd_smm_ngd_vta",-0.268762961094882,0.0340567859694659,0.134061669042803,-0.200976392331044,-0.216985052488762,0.180580923737311,-0.177252046818503,-0.0893516027369493,0.0130571162626353,-0.0126444044263392,-0.0326620766330636,-0.0169506675838777,-0.0496306779867551,0.0646152668304625,0.0785072513621216,0.126521157120737,-0.0179717538412333,-0.0658030701357837,-0.0896795978632952,-0.000737205311103512,-3.40628546598873,0.41248011187397,1.40877549088447,-2.08100541383955,-2.04675307835985
"rsfmri_c_ngd_smm_ngd_vs",0.0384467060678835,-0.0686415006951726,0.0313763516880511,0.0926333023795009,0.112606239088391,0.122607783547984,-0.160814472359757,0.0967334681941593,0.0159521791271458,0.203546432182528,-0.244110407909076,0.0726633215709236,-0.0829871824217432,-0.00573987131944915,0.262596085632345,-0.0314590408007278,0.1266633742866,0.124742891915813,0.00399844765271979,-0.147544530423965,0.516887103652938,-0.901383095716649,0.372867761685828,0.951663514460819,1.14044806109578
"rsfmri_c_ngd_vta_ngd_vta",0.0511970095835769,-0.0470807393543269,0.139674944265043,-0.0321291870265896,0.105767206634196,0.188563271024708,0.0739895385202995,0.0605810784506886,-0.366892545783293,-0.133067879294136,0.151800083277575,0.157445308806863,-0.102566726343596,0.0126999596658203,-0.11293655923774,-0.0497296257605297,-0.056086681710691,-0.204013602811258,0.130786479967601,-0.0925601967755338,0.703136448839297,-0.572062276230688,1.73880408369656,-0.301722138749397,1.00071099117139
"rsfmri_c_ngd_vta_ngd_vs",-0.0413889414425079,0.103055955741739,0.151359167453696,-0.111126742631168,0.0640363875605502,-0.0280796406948413,-0.0654155105685926,0.296837485379924,-0.0840904847173237,0.100980629489769,-0.248978257741644,-0.105988810506634,-0.0678734459929873,0.208348346707105,-0.0827701602172305,0.128729598879192,-0.0641688002976866,-0.0195200477362943,0.133723655883065,-0.0441254139380848,-0.514527017008514,1.26544966339344,1.66074077863212,-1.01726997467222,0.597086166165684
"rsfmri_c_ngd_vs_ngd_vs",-0.189280636819072,-0.110728889152496,0.108660868432754,-0.242868669967569,-0.0127277224874732,0.182530990953649,0.18260511076911,0.0373071725055582,0.0321591787368785,0.0635591927229734,0.0328720565787023,0.109290107892316,-0.0156617187033623,-0.0868079498724596,0.0235395749500584,-0.102514961451965,0.0928466840414667,-0.02540481816574,-0.0484060832039197,0.114400944492293,-2.53041652263902,-1.33827641010946,1.03296144412936,-2.65554821774556,-0.117669468330948
